"id","priority","phase","area","title","description","acceptance_criteria","test_mcp","required_skills","required_mcp","review_initial_requirements","review_regression_requirements","dev_state","review_initial_state","review_regression_state","git_state","owner","refs","notes"
"RISK-10","P1","3","infra","Run SASRec Caser and GRURec on all four domains","Execute the frozen classic baseline configurations on Steam, ML1M, Beauty, and ATG with seed 100 and report each model as a complete four-domain block.","WHEN any model launches THEN exactly four isolated domain runs for that model must complete or the entire model row is marked incomplete; WHEN the required block finishes THEN one dated table reports all twelve runs with HR@10, NDCG@10, selector, best step, manifests, split/evaluator hashes, runtime, memory, and unfavorable outcomes; HARD STOP: no sweep, second seed, favorable subset, copied published number, or method-specific evaluator is permitted; ref: docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:151","MANUAL","verification-before-completion","mcp__fast_context__fast_context_search","Check RISK-09 protocol audit pass markers, two free L20 slots or a one-process-per-card queue, frozen configs, isolated roots, and the all-four launch obligation before the first run.","Verify 3 models x 4 domains equals 12 reported outcomes, published and local numbers are not mixed, single-run wording is used, and no model row disappears because it underperforms.","未开始","未开始","未开始","未提交","","docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:151; dataset/paper_raw_v1/Steam/protocol.json:1; dataset/paper_raw_v1/ML1M/protocol.json:1; dataset/paper_raw_v1/Beauty/protocol.json:1; dataset/paper_raw_v1/ATG/protocol.json:1","source_doc:docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md; prerequisite:RISK-08-pass,RISK-09; models:SASRec,Caser,GRURec; datasets:Steam,ML1M,Beauty,ATG; seed:100; runs:12; gpu_hours:12-30; all_four_required:true"
"RISK-11","P1","3","infra","Integrate and run DiffRec on all four domains","Reproduce the preference-score diffusion baseline DiffRec, not DiffuRec, under the same regenerated splits, validation selector, and full-catalog evaluator with one predeclared configuration and seed 100.","WHEN the upstream method identity is audited THEN the manifest records the official repository, immutable revision, model family, configuration source, and confirms that no DiffuRec code or artifact is reused as DiffRec; WHEN training launches THEN Steam, ML1M, Beauty, and ATG all complete and one table reports every result; HARD STOP: protocol parity failure, infeasible full-catalog memory, or missing trustworthy implementation closes DiffRec as a documented gap without substituting DiffuRec or copied paper numbers; ref: docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:151","MANUAL","systematic-debugging;test-driven-development;verification-before-completion","mcp__fast_context__fast_context_search","Verify the cited paper/code is the preference-score DiffRec baseline from PreferGrow, inspect computational complexity and catalog memory before launch, and freeze one configuration without a validation/test grid.","Verify all four domains are present together, method labels and citations are exact, no DiffuRec number enters the table, shared evaluator/selector metadata is complete, and failures are reported rather than replaced.","未开始","未开始","未开始","未提交","","docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:151; paper/references.bib:1; docs/reports/data/2026-07-10-evaluator-amendment/e0_evaluator_amendment.md:29","source_doc:docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md; prerequisite:RISK-01,RISK-08-pass; model:DiffRec; not_model:DiffuRec; datasets:Steam,ML1M,Beauty,ATG; seed:100; prospective_runs:4; gpu_hours:12-36; all_four_required:true"
"RISK-12","P2","3","infra","Optionally run BERT4Rec on all four domains","Add BERT4Rec as an explicitly optional extra classic baseline only after the required baseline block and only if the remaining budget can finish all four domains before paper freeze.","WHEN RISK-10 and RISK-11 are complete and projected cumulative usage remains below 10 GPU-days THEN one frozen BERT4Rec configuration may launch on all four domains with seed 100; WHEN launched THEN all four results and manifests are reported; WHEN budget or time gate fails THEN close this row as deferred with zero launch and do not call BERT4Rec part of the original PreferGrow baseline block; ref: docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:162","MANUAL","verification-before-completion","mcp__fast_context__fast_context_search","Check required baselines are complete, remaining GPU budget and wall-clock estimate are recorded, and no partial launch can occur.","Verify optional/deferred wording is accurate, all-four reporting holds if launched, and the paper does not imply BERT4Rec was in PreferGrow Table 1.","未开始","未开始","未开始","未提交","","docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:162; issues/2026-07-06_evidence-priced-schedule-and-closeout.csv:1","source_doc:docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md; priority:P2; prerequisite:RISK-10,RISK-11; budget_gate:cumulative_gpu_days_lt_10; model:BERT4Rec; prospective_runs:4; seed:100; all_four_required:true"
"RISK-13","P0","3","infra","Run the four-domain three-seed matched host full matrix","After E1 and the response pilot pass, run host and frozen risk_gated_full for seeds 100, 101, and 102 on Steam, ML1M, Beauty, and ATG under matched initialization and the common protocol.","WHEN RISK-02 and RISK-08 pass THEN exactly 24 isolated runs launch with matched seed-pair initialization policy, ordered-loader policy, split and bank hashes, selector, evaluator, and best/latest retention; WHEN all runs finish THEN report every per-seed HR@10 and NDCG@10, mean, standard deviation, paired delta, mean gate, EPE, U_ds, worst delta, average delta, runtime, and provenance; HARD STOP: incomplete seed pairs, config mismatch, or cumulative forecast above 12 GPU-days stops further launches and preserves completed outcomes without a superiority claim; ref: docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:202","MANUAL","verification-before-completion","mcp__fast_context__fast_context_search","Check E1 pass marker, R3 authorization, exact 4 x 2 x 3 run matrix, pairwise initialization/batch contracts, isolated roots, one process per L20, and no writes to frozen artifacts.","Verify all 24 outcomes or explicit incomplete statuses are present, seed reversals remain visible, statistics do not use significance or stability language from n=3 alone, and Table 2 historical numbers are not selectively replaced.","未开始","未开始","未开始","未提交","","docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:202; docs/reports/data/2026-07-10-e01-gzero-production-trace/e01_gzero_hard_stop_zh.md:5; scripts/run_text_side_main_table_tmux.sh:1","source_doc:docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md; prerequisite:RISK-01,RISK-02-pass,RISK-08-pass; datasets:Steam,ML1M,Beauty,ATG; arms:host,risk_gated_full; seeds:100,101,102; runs:24; gpu_days:5.4-6.9; one_train_process_per_gpu:true; hard_budget_gpu_days:12"
"RISK-14","P1","3","infra","Run the frozen high-risk and low-risk mechanism controls","Use train-only risk to select one highest-risk and one lowest-risk pilot condition, then compare host, text_anchor_only, global_p, dataset-gate-only, full, and u_shuffle without test-driven condition selection.","WHEN RISK-08 passes THEN the dated selection record identifies conditions using the frozen train-only primary statistic; WHEN seed-100 controls finish THEN all six arms per selected condition are reported with risks, gates, exposure, metrics, hashes, and selector; WHEN the full versus u_shuffle pair is expanded THEN only seeds 101 and 102 are added under unchanged configs; HARD STOP: test-based condition choice, rescue controls, or missing arms invalidate the mechanism claim; ref: docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:217","MANUAL","systematic-debugging;verification-before-completion","mcp__fast_context__fast_context_search","Check condition selection is replayable from train-only risk, control definitions change only the intended factor, shared host artifacts are not double-counted, and new runs fit the hard GPU budget.","Verify aligned versus shuffled claims use matched configs and seeds, every launched arm is reported, first-generation v1 evidence remains labeled historical, and no single-run mechanism result is called significant or stable.","未开始","未开始","未开始","未提交","","docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:217; model/text_side.py:19; model/text_side.py:521; docs/reports/2026-06-28-beauty-token-dropout-control-results.md:1","source_doc:docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md; prerequisite:RISK-08-pass; selection:train-only-highest-and-lowest-risk; seed100_arms:host,text_anchor_only,global_p,dataset_gate_only,full,u_shuffle; expansion:full,u_shuffle-seeds101,102; gpu_hours:4-12"
"RISK-15","P0","4","backend","Quantify seed metric and risk uncertainty","Build raw-seed summaries, user-clustered paired bootstrap intervals for host-full metric deltas, clustered intervals for train-only risk, and condition-aware association sensitivity without conflating uncertainty sources.","WHEN host/full row-level outputs load THEN 1000 to 5000 user-clustered paired bootstrap replicates report 95 percent intervals for HR@10 and NDCG@10 deltas; WHEN train transition records include user IDs THEN the same clustered principle estimates EPE, PNE@10, and U_ds uncertainty, otherwise the field is explicitly not-estimable; WHEN response association is reported THEN every point, descriptive Spearman rho, and dataset/condition-aware bootstrap sensitivity appear; HARD STOP: no confirmatory p-value is inferred from 1/24 or three seeds; ref: docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:226","CONTRACT","research-writing-assistant:statistical-analysis;test-driven-development;verification-before-completion","mcp__fast_context__fast_context_search","Check cluster unit, paired sampling, reproducible bootstrap seed, raw row provenance, minimum replicate count, missing-user-ID behavior, and separation of seed dispersion from user uncertainty.","Verify raw seeds remain visible, intervals reproduce point estimates, no pseudo-replication treats corruption levels as independent users, multiple analyses are labeled descriptive, and forbidden significance/equivalence wording is absent.","未开始","未开始","未开始","未提交","","docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:226; docs/reports/data/2026-07-10-e07-u-ds-bootstrap-evidence-gate/e07_evidence_gate.json:1","source_doc:docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md; phase:analysis; bootstrap_reps:1000-5000; user_clustered:true; cpu_only:true; prerequisite:RISK-08,RISK-13"
"RISK-16","P1","4","infra","Profile host and risk-gated efficiency on isolated L20s","Measure parameters, checkpoint size, peak memory, train and evaluation throughput, and sampling latency for frozen host/full checkpoints on Steam and ML1M under one process per L20.","WHEN an L20 is isolated THEN host and full use identical precision, batch size, 100 warm-up batches, 1000 timed batches, and five repeats; WHEN profiling completes THEN report hardware, driver, CUDA, PyTorch, workload boundary, parameters, checkpoint size, peak memory, throughput, latency, median, and range; WHEN timing coefficient of variation exceeds 5 percent THEN repeat the complete protocol at most once and report both attempts; HARD STOP: no training or checkpoint reselection; ref: docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:241","MANUAL","verification-before-completion","mcp__fast_context__fast_context_search","Check GPU isolation, synchronized CUDA timing, identical workload and precision, frozen checkpoint hashes, and no overlap with another GPU process.","Verify absolute and relative overhead are both reported, all repeats remain visible, high dispersion is not hidden, software/hardware provenance is complete, and profiling does not mutate checkpoints.","未开始","未开始","未开始","未提交","","docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:241; single_train.py:1; sampling.py:58; model/text_side.py:502","source_doc:docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md; prerequisite:RISK-13; datasets:Steam,ML1M; checkpoints:host,full; warmup:100; timed_batches:1000; repeats:5; gpu_hours:2-6; training_runs:0"
"RISK-17","P0","5","infra","Build confirmatory tables figures and claim traceability","Generate the baseline, three-seed, mechanism, uncertainty, efficiency, risk-response, exposure-slice, and claim-evidence artifacts only from dated real CSV or JSON sources.","WHEN result artifacts are complete THEN generate table_shared_protocol_baselines.csv, table_three_seed_host_full.csv, table_mechanism_controls.csv, risk_response_points.csv, table_efficiency.csv, publication figures in PDF SVG and PNG, and claim_evidence_traceability.md; WHEN any source is absent THEN use NA plus a reason and never mock or infer a result; WHEN figures render THEN every plotted point maps to dataset, corruption, arm, seed, bank hash, and manifest; ref: docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:278","CONTRACT","research-writing-assistant:experiment-results-planning;research-writing-assistant:figures-python;verification-before-completion","mcp__fast_context__fast_context_search","Check table schemas and figure data manifests before generation, reject stale/partial artifacts, and verify captions state measurements rather than hoped-for conclusions.","Verify no DiffuRec number appears in confirmatory outputs, all required baseline domains and all response points are present, negative outcomes and raw seeds are visible, figure/table numbers reproduce their source files, and no planning data enters the package.","未开始","未开始","未开始","未提交","","docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:278; scripts/generate_main_path_paper_figures.py:1; docs/reports/data/2026-07-10-evaluator-amendment/e0_old_new_metrics.csv:1","source_doc:docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md; prerequisite:RISK-08,RISK-10,RISK-11,RISK-13,RISK-14,RISK-15,RISK-16; mock_data_forbidden:true; diffurec_confirmatory:false"
"RISK-18","P0","5","infra","Rewrite the English and Chinese papers around evidence risk","Synchronize the manuscript story to the selected R4 exit, remove DiffuRec from confirmatory comparison, replace uniform-improvement and unqualified safety claims, and integrate the real baseline, controlled-response, mechanism, uncertainty, and limitation evidence.","WHEN R4 selects risk-gated method THEN title, abstract, contributions, method, experiments, discussion, conclusion, and supplement describe controlled evidence risk, train-only diagnostics, risk gating, and kernel-level theory with no universal gain claim; WHEN R4 selects audit-only THEN method-performance and end-to-end reduction claims are removed; WHEN DiffuRec is removed from the main comparison THEN a supplementary protocol note preserves the model-mismatch rationale without deleting artifacts; WHEN both languages are updated THEN claim pairs and all numbers match; ref: docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:251","MANUAL","research-writing-assistant:paper-orchestration;research-writing-assistant:writing-core;research-writing-assistant:peer-review;research-writing-assistant:verification","mcp__fast_context__fast_context_search","Check the selected R4 exit and claim-evidence map before editing; preserve the reproducibility statement that model selection used validation only and test metrics were logged during development.","Verify forbidden claims are absent, kernel-level and end-to-end statements are separated, U_ds is not called a universal predictor, every number has a dated artifact comment, English and Chinese meanings agree, no DiffuRec confirmatory row remains, and negative results are not hidden.","未开始","未开始","未开始","未提交","","docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:251; paper/main_v2.tex:101; paper/main_v2_zh.md:1; plan/progress.md:1","source_doc:docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md; prerequisite:RISK-08,RISK-17; abstract_freeze:2026-07-18; submission_checkpoint:2026-07-20; full_paper:2026-07-27; supplement:2026-07-30; bilingual_sync:true"
"RISK-19","P1","5","infra","Assemble the reproducibility and submission evidence package","Create a dated immutable package containing protocols, configs, commit IDs, hashes, manifests, evaluator and selector versions, baseline identity audits, risk preregistration, raw result tables, figures, limitations, and a stale-artifact exclusion index.","WHEN the package is assembled THEN every paper table and figure resolves to a packaged source with SHA-256 and every run resolves to code revision, CLI/config, seed, split/bank hash, selector, evaluator, checkpoint, and hardware metadata; WHEN old DiffuRec and partial artifacts are indexed THEN they remain preserved but cannot be selected by confirmatory builders; WHEN checksums verify on a clean read-only audit THEN the package may be cited by the supplement; ref: docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:278","CONTRACT","verification-before-completion","mcp__fast_context__fast_context_search","Check inclusion and exclusion manifests, stale markers, relative paths, SHA-256 generation, package size, anonymity, licensing, and absence of credentials or private paths that cannot be released.","Verify a clean extraction reproduces table/figure source discovery without remote mutable dependencies, DiffuRec remains auditable but excluded from confirmation, all failed/stopped rows have evidence, and the package does not claim unavailable code or data are complete.","未开始","未开始","未开始","未提交","","docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:278; scripts/assemble_main_path_package.py:1; docs/reports/data/2026-07-09-close04-steam-partial/STALE.md:1","source_doc:docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md; prerequisite:RISK-17,RISK-18; package:dated-immutable; sha256_required:true; anonymity_required:true"
"REVIEW-01","P0","6","review","Review the approved evidence-risk vision against delivery","Use a same-model review to compare this approved design with every delivered issue, artifact, experiment gate, manuscript claim, validation result, and exclusion decision before closing the CSV.","WHEN all non-review rows are closed as completed, stopped, deferred, or not-estimable with evidence THEN perform a same-model vision review; WHEN gaps, selective reporting, protocol mismatches, or overstated claims are found THEN append atomic follow-up issues and REVIEW-02; WHEN no gaps remain THEN close the CSV and record remaining submission risks; ref: docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:310","MANUAL","requesting-code-review","","Verify every prior non-review row has a terminal evidence-backed status and the selected R4 exit is recorded before review.","Check source-specific alignment: DiffuRec is absent from confirmation but preserved; DiffRec identity is correct; required baselines obey all-four reporting; E1 language matches the trace; risk definitions and predictions predate pilot outcomes; no rescue metric or threshold was added after failure; all response points and raw seeds are reported; theory is limited to kernel objects unless production equivalence passes; published and local numbers are separated; English and Chinese claims match; all paper numbers trace to dated artifacts.","未开始","未开始","未开始","未提交","","docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md:1; issues/2026-07-10_21-18-20-aaai27-evidence-risk-rescue.csv:1","review_kind:vision; review_agent:same-model-sub-agent; source_doc:docs/superpowers/specs/2026-07-10-aaai27-evidence-risk-rescue-design.md; final_gate:true"
